Ensembl Gene ID	GO Term Name
ENSG00000196277	negative regulation of glutamate secretion
ENSG00000196277	glutamate binding
ENSG00000196277	PDZ domain binding
ENSG00000196277	axon
ENSG00000196277	dendrite
ENSG00000196277	negative regulation of cAMP biosynthetic process
ENSG00000196277	regulation of cyclase activity
ENSG00000196277	asymmetric synapse
ENSG00000196277	presynaptic membrane
ENSG00000196277	dendritic shaft
ENSG00000196277	receptor complex
ENSG00000196277	postsynaptic membrane
ENSG00000196277	presynaptic active zone
ENSG00000196277	regulation of synaptic transmission, glutamatergic
ENSG00000196277	serine binding
ENSG00000196277	G-protein coupled receptor activity
ENSG00000196277	
ENSG00000196277	G-protein coupled receptor signaling pathway
ENSG00000196277	integral component of membrane
ENSG00000196277	G-protein coupled receptor signaling pathway
ENSG00000196277	integral component of membrane
ENSG00000196277	integral component of membrane
ENSG00000196277	group III metabotropic glutamate receptor activity
ENSG00000196277	calcium channel regulator activity
ENSG00000196277	calcium ion binding
ENSG00000196277	plasma membrane
ENSG00000196277	integral component of plasma membrane
ENSG00000196277	cell cortex
ENSG00000196277	negative regulation of adenylate cyclase activity
ENSG00000196277	adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway
ENSG00000196277	synaptic transmission
ENSG00000196277	sensory perception of sound
ENSG00000196277	sensory perception of smell
ENSG00000196277	glutamate receptor activity
ENSG00000196277	adenylate cyclase inhibitor activity
ENSG00000196277	negative regulation of glutamate secretion
ENSG00000196277	glutamate binding
ENSG00000196277	PDZ domain binding
ENSG00000196277	axon
ENSG00000196277	dendrite
ENSG00000196277	negative regulation of cAMP biosynthetic process
ENSG00000196277	regulation of cyclase activity
ENSG00000196277	asymmetric synapse
ENSG00000196277	presynaptic membrane
ENSG00000196277	dendritic shaft
ENSG00000196277	receptor complex
ENSG00000196277	postsynaptic membrane
ENSG00000196277	presynaptic active zone
ENSG00000196277	regulation of synaptic transmission, glutamatergic
ENSG00000196277	serine binding
ENSG00000196277	G-protein coupled receptor activity
ENSG00000178015	G-protein coupled receptor activity
ENSG00000178015	plasma membrane
ENSG00000178015	G-protein coupled receptor signaling pathway
ENSG00000178015	integral component of membrane
ENSG00000180720	plasma membrane
ENSG00000180720	integral component of plasma membrane
ENSG00000180720	signal transduction
ENSG00000180720	cell surface receptor signaling pathway
ENSG00000180720	G-protein coupled acetylcholine receptor signaling pathway
ENSG00000180720	cell proliferation
ENSG00000180720	cell junction
ENSG00000180720	regulation of locomotion
ENSG00000180720	postsynaptic membrane
ENSG00000180720	G-protein coupled receptor activity
ENSG00000180720	G-protein coupled receptor signaling pathway
ENSG00000180720	integral component of membrane
ENSG00000180720	membrane
ENSG00000180720	G-protein coupled acetylcholine receptor activity
ENSG00000180720	adenylate cyclase-inhibiting G-protein coupled acetylcholine receptor signaling pathway
ENSG00000016602	chloride channel activity
ENSG00000016602	integral component of plasma membrane
ENSG00000016602	transport
ENSG00000016602	chloride transport
ENSG00000016602	apical plasma membrane
ENSG00000016602	extracellular vesicular exosome
ENSG00000016602	chloride transmembrane transport
ENSG00000016602	protein binding
ENSG00000131044	cytoplasm
ENSG00000131044	microtubule
ENSG00000131044	cilium
ENSG00000131044	cellular protein modification process
ENSG00000131044	ligase activity
ENSG00000131044	cytoplasm
ENSG00000131044	microtubule
ENSG00000131044	cilium
ENSG00000131044	cellular protein modification process
ENSG00000131044	ligase activity
ENSG00000131044	cellular protein modification process
ENSG00000131044	cytoplasm
ENSG00000131044	microtubule
ENSG00000131044	cilium
ENSG00000131044	cellular protein modification process
ENSG00000131044	ligase activity
ENSG00000131044	cellular protein modification process
ENSG00000131044	cellular protein modification process
ENSG00000131044	cellular protein modification process
ENSG00000131044	ligase activity
ENSG00000131044	cellular protein modification process
ENSG00000131044	
ENSG00000131044	
ENSG00000131044	cytoplasm
ENSG00000131044	microtubule
ENSG00000131044	cilium
ENSG00000131044	cellular protein modification process
ENSG00000131044	ligase activity
ENSG00000136531	voltage-gated sodium channel complex
ENSG00000136531	voltage-gated sodium channel activity
ENSG00000136531	regulation of ion transmembrane transport
ENSG00000136531	sodium ion transmembrane transport
ENSG00000136531	ion channel activity
ENSG00000136531	ion transport
ENSG00000136531	transmembrane transport
ENSG00000136531	membrane
ENSG00000152932	GTP binding
ENSG00000152932	plasma membrane
ENSG00000152932	small GTPase mediated signal transduction
ENSG00000152932	protein transport
ENSG00000152932	antigen processing and presentation
ENSG00000152932	vesicle
ENSG00000152932	perinuclear region of cytoplasm
ENSG00000152932	GTPase activity
ENSG00000152932	GTP catabolic process
ENSG00000152932	intracellular protein transport
ENSG00000152932	nucleocytoplasmic transport
ENSG00000152932	signal transduction
ENSG00000152932	intracellular
ENSG00000152932	nucleus
ENSG00000152932	cytoplasm
ENSG00000152932	membrane
ENSG00000152932	protein binding
ENSG00000152932	synaptic vesicle
ENSG00000152932	regulation of exocytosis
ENSG00000152932	cytosol
ENSG00000136531	voltage-gated sodium channel complex
ENSG00000136531	voltage-gated sodium channel activity
ENSG00000136531	voltage-gated sodium channel activity
ENSG00000136531	regulation of ion transmembrane transport
ENSG00000136531	sodium ion transmembrane transport
ENSG00000136531	sodium ion transmembrane transport
ENSG00000136531	plasma membrane
ENSG00000136531	integral component of plasma membrane
ENSG00000136531	sodium ion transport
ENSG00000136531	sodium ion transport
ENSG00000136531	neuronal action potential
ENSG00000136531	axon
ENSG00000136531	intrinsic component of plasma membrane
ENSG00000136531	node of Ranvier
ENSG00000136531	sodium channel complex
ENSG00000136531	myelination
ENSG00000136531	membrane depolarization during action potential
ENSG00000136531	protein binding
ENSG00000136531	ion channel activity
ENSG00000136531	ion transport
ENSG00000136531	transmembrane transport
ENSG00000136531	membrane
ENSG00000136531	voltage-gated sodium channel complex
ENSG00000136531	voltage-gated sodium channel activity
ENSG00000136531	voltage-gated sodium channel activity
ENSG00000136531	plasma membrane
ENSG00000136531	integral component of plasma membrane
ENSG00000136531	sodium ion transport
ENSG00000136531	sodium ion transport
ENSG00000136531	neuronal action potential
ENSG00000136531	axon
ENSG00000136531	intrinsic component of plasma membrane
ENSG00000136531	node of Ranvier
ENSG00000136531	sodium channel complex
ENSG00000136531	regulation of ion transmembrane transport
ENSG00000136531	sodium ion transmembrane transport
ENSG00000136531	myelination
ENSG00000136531	membrane depolarization during action potential
ENSG00000136531	protein binding
ENSG00000136531	ion channel activity
ENSG00000136531	ion transport
ENSG00000136531	transmembrane transport
ENSG00000136531	membrane
ENSG00000136531	voltage-gated sodium channel complex
ENSG00000136531	voltage-gated sodium channel activity
ENSG00000136531	voltage-gated sodium channel activity
ENSG00000136531	regulation of ion transmembrane transport
ENSG00000136531	sodium ion transmembrane transport
ENSG00000136531	sodium ion transmembrane transport
ENSG00000136531	plasma membrane
ENSG00000136531	integral component of plasma membrane
ENSG00000136531	sodium ion transport
ENSG00000136531	sodium ion transport
ENSG00000136531	neuronal action potential
ENSG00000136531	axon
ENSG00000136531	intrinsic component of plasma membrane
ENSG00000136531	node of Ranvier
ENSG00000136531	sodium channel complex
ENSG00000136531	myelination
ENSG00000136531	membrane depolarization during action potential
ENSG00000136531	protein binding
ENSG00000136531	ion channel activity
ENSG00000136531	ion transport
ENSG00000136531	transmembrane transport
ENSG00000136531	membrane
ENSG00000136531	T-tubule
ENSG00000136531	axon
ENSG00000136531	nervous system development
ENSG00000136531	paranode region of axon
ENSG00000136531	neuron apoptotic process
ENSG00000136531	intercalated disc
ENSG00000136531	intrinsic apoptotic signaling pathway in response to osmotic stress
ENSG00000140522	retinoid metabolic process
ENSG00000140522	transporter activity
ENSG00000140522	cellular_component
ENSG00000140522	cytosol
ENSG00000140522	vitamin A metabolic process
ENSG00000140522	transport
ENSG00000140522	visual perception
ENSG00000140522	phototransduction, visible light
ENSG00000140522	retinol binding
ENSG00000140522	11-cis retinal binding
ENSG00000140522	cell body
ENSG00000140522	
ENSG00000140522	
ENSG00000180914	vasopressin receptor activity
ENSG00000180914	integral component of membrane
ENSG00000180914	plasma membrane
ENSG00000180914	integral component of plasma membrane
ENSG00000180914	muscle contraction
ENSG00000180914	cell surface receptor signaling pathway
ENSG00000180914	lactation
ENSG00000180914	G-protein coupled receptor activity
ENSG00000180914	G-protein coupled receptor signaling pathway
ENSG00000180914	positive regulation of blood pressure
ENSG00000180914	protein binding
ENSG00000180914	positive regulation of cytosolic calcium ion concentration
ENSG00000180914	response to drug
ENSG00000180914	response to progesterone
ENSG00000180914	response to organic cyclic compound
ENSG00000180914	response to estradiol
ENSG00000180914	response to peptide hormone
ENSG00000180914	positive regulation of synapse assembly
ENSG00000180914	female pregnancy
ENSG00000180914	apical plasma membrane
ENSG00000180914	heart development
ENSG00000180914	positive regulation of synaptic transmission, glutamatergic
ENSG00000180914	eating behavior
ENSG00000180914	ERK1 and ERK2 cascade
ENSG00000180914	cell-cell adherens junction
ENSG00000180914	social behavior
ENSG00000180914	microvillus
ENSG00000180914	estrous cycle phase
ENSG00000180914	response to steroid hormone
ENSG00000180914	response to cocaine
ENSG00000180914	response to cytokine
ENSG00000180914	response to anoxia
ENSG00000180914	oxytocin receptor activity
ENSG00000180914	suckling behavior
ENSG00000180914	telencephalon development
ENSG00000180914	positive regulation of synaptic transmission, GABAergic
ENSG00000180914	negative regulation of gastric acid secretion
ENSG00000180914	regulation of digestive system process
ENSG00000180914	sperm ejaculation
ENSG00000180914	maternal behavior
ENSG00000180914	positive regulation of norepinephrine secretion
ENSG00000180914	response to amphetamine
ENSG00000180914	maternal process involved in parturition
ENSG00000180914	digestive tract development
ENSG00000180914	memory
ENSG00000180914	sleep
ENSG00000180914	positive regulation of penile erection
ENSG00000180914	positive regulation of uterine smooth muscle contraction
ENSG00000180914	peptide hormone binding
ENSG00000180914	vasopressin receptor activity
ENSG00000180914	integral component of membrane
ENSG00000180914	integral component of membrane
ENSG00000253846	calcium ion binding
ENSG00000253846	homophilic cell adhesion
ENSG00000253846	membrane
ENSG00000253846	calcium ion binding
ENSG00000253846	plasma membrane
ENSG00000253846	homophilic cell adhesion
ENSG00000253846	integral component of membrane
ENSG00000253846	membrane
ENSG00000224940	integral component of membrane
ENSG00000224940	
ENSG00000224940	
ENSG00000224940	
ENSG00000224940	
ENSG00000188674	
ENSG00000224940	integral component of membrane
ENSG00000224940	integral component of membrane
ENSG00000188674	
ENSG00000188674	
ENSG00000188674	
ENSG00000188674	
ENSG00000188674	
ENSG00000188674	
ENSG00000147509	termination of G-protein coupled receptor signaling pathway
ENSG00000147509	GTPase activator activity
ENSG00000147509	protein binding
ENSG00000147509	nucleus
ENSG00000147509	cytoplasm
ENSG00000147509	plasma membrane
ENSG00000147509	regulation of G-protein coupled receptor protein signaling pathway
ENSG00000147509	regulation of G-protein coupled receptor protein signaling pathway
ENSG00000147509	positive regulation of GTPase activity
ENSG00000147509	
ENSG00000147509	termination of G-protein coupled receptor signaling pathway
ENSG00000147509	GTPase activator activity
ENSG00000147509	protein binding
ENSG00000147509	nucleus
ENSG00000147509	cytoplasm
ENSG00000147509	plasma membrane
ENSG00000147509	regulation of G-protein coupled receptor protein signaling pathway
ENSG00000147509	regulation of G-protein coupled receptor protein signaling pathway
ENSG00000147509	positive regulation of GTPase activity
ENSG00000022355	GABA-A receptor activity
ENSG00000022355	extracellular ligand-gated ion channel activity
ENSG00000022355	signal transduction
ENSG00000022355	ion transmembrane transport
ENSG00000022355	ion transmembrane transport
ENSG00000022355	chloride channel activity
ENSG00000022355	plasma membrane
ENSG00000022355	integral component of plasma membrane
ENSG00000022355	transport
ENSG00000022355	transport
ENSG00000022355	gamma-aminobutyric acid signaling pathway
ENSG00000022355	synaptic transmission
ENSG00000022355	drug binding
ENSG00000022355	cell junction
ENSG00000022355	chloride channel complex
ENSG00000022355	postsynaptic membrane
ENSG00000022355	synaptic transmission, GABAergic
ENSG00000022355	transmembrane transport
ENSG00000022355	chloride transmembrane transport
ENSG00000022355	GABA receptor activity
ENSG00000022355	ion transport
ENSG00000022355	membrane
ENSG00000022355	integral component of membrane
ENSG00000147509	
ENSG00000022355	GABA-A receptor activity
ENSG00000022355	extracellular ligand-gated ion channel activity
ENSG00000022355	signal transduction
ENSG00000022355	ion transmembrane transport
ENSG00000022355	ion transmembrane transport
ENSG00000022355	chloride channel activity
ENSG00000022355	plasma membrane
ENSG00000022355	integral component of plasma membrane
ENSG00000022355	transport
ENSG00000022355	transport
ENSG00000022355	gamma-aminobutyric acid signaling pathway
ENSG00000022355	synaptic transmission
ENSG00000022355	drug binding
ENSG00000022355	cell junction
ENSG00000022355	chloride channel complex
ENSG00000022355	postsynaptic membrane
ENSG00000022355	synaptic transmission, GABAergic
ENSG00000022355	transmembrane transport
ENSG00000022355	chloride transmembrane transport
ENSG00000022355	GABA receptor activity
ENSG00000022355	ion transport
ENSG00000022355	membrane
ENSG00000022355	integral component of membrane
ENSG00000022355	plasma membrane
ENSG00000022355	protein binding
ENSG00000022355	drug binding
ENSG00000022355	integral component of plasma membrane
ENSG00000022355	GABA receptor activity
ENSG00000022355	synaptic transmission, GABAergic
ENSG00000022355	cellular response to histamine
ENSG00000022355	GABA-A receptor activity
ENSG00000022355	extracellular ligand-gated ion channel activity
ENSG00000022355	signal transduction
ENSG00000022355	ion transmembrane transport
ENSG00000022355	ion transmembrane transport
ENSG00000022355	chloride channel activity
ENSG00000022355	plasma membrane
ENSG00000022355	integral component of plasma membrane
ENSG00000022355	transport
ENSG00000022355	transport
ENSG00000022355	gamma-aminobutyric acid signaling pathway
ENSG00000022355	synaptic transmission
ENSG00000022355	drug binding
ENSG00000022355	cell junction
ENSG00000022355	chloride channel complex
ENSG00000022355	postsynaptic membrane
ENSG00000022355	synaptic transmission, GABAergic
ENSG00000022355	transmembrane transport
ENSG00000022355	chloride transmembrane transport
ENSG00000022355	GABA receptor activity
ENSG00000022355	ion transport
ENSG00000022355	membrane
ENSG00000022355	integral component of membrane
ENSG00000147509	termination of G-protein coupled receptor signaling pathway
ENSG00000147509	regulation of G-protein coupled receptor protein signaling pathway
ENSG00000022355	GABA-A receptor activity
ENSG00000022355	extracellular ligand-gated ion channel activity
ENSG00000022355	signal transduction
ENSG00000022355	ion transmembrane transport
ENSG00000022355	ion transmembrane transport
ENSG00000022355	chloride channel activity
ENSG00000022355	plasma membrane
ENSG00000022355	integral component of plasma membrane
ENSG00000022355	transport
ENSG00000022355	transport
ENSG00000022355	gamma-aminobutyric acid signaling pathway
ENSG00000022355	synaptic transmission
ENSG00000022355	drug binding
ENSG00000022355	cell junction
ENSG00000022355	chloride channel complex
ENSG00000022355	postsynaptic membrane
ENSG00000022355	synaptic transmission, GABAergic
ENSG00000022355	transmembrane transport
ENSG00000022355	chloride transmembrane transport
ENSG00000022355	GABA receptor activity
ENSG00000022355	ion transport
ENSG00000022355	membrane
ENSG00000022355	integral component of membrane
ENSG00000022355	GABA-A receptor activity
ENSG00000022355	extracellular ligand-gated ion channel activity
ENSG00000022355	signal transduction
ENSG00000022355	integral component of membrane
ENSG00000022355	ion transmembrane transport
ENSG00000022355	transport
ENSG00000022355	membrane
ENSG00000022355	GABA-A receptor activity
ENSG00000022355	extracellular ligand-gated ion channel activity
ENSG00000022355	signal transduction
ENSG00000022355	ion transmembrane transport
ENSG00000022355	transport
ENSG00000022355	membrane
ENSG00000022355	GABA-A receptor activity
ENSG00000022355	extracellular ligand-gated ion channel activity
ENSG00000022355	signal transduction
ENSG00000022355	ion transmembrane transport
ENSG00000022355	transport
ENSG00000022355	membrane
ENSG00000147509	termination of G-protein coupled receptor signaling pathway
ENSG00000147509	GTPase activator activity
ENSG00000147509	protein binding
ENSG00000147509	nucleus
ENSG00000147509	cytoplasm
ENSG00000147509	plasma membrane
ENSG00000147509	regulation of G-protein coupled receptor protein signaling pathway
ENSG00000147509	regulation of G-protein coupled receptor protein signaling pathway
ENSG00000147509	positive regulation of GTPase activity
ENSG00000154764	embryonic axis specification
ENSG00000154764	cartilage condensation
ENSG00000154764	chondrocyte differentiation
ENSG00000154764	receptor binding
ENSG00000154764	receptor binding
ENSG00000154764	frizzled binding
ENSG00000154764	cytokine activity
ENSG00000154764	extracellular region
ENSG00000154764	extracellular region
ENSG00000154764	proteinaceous extracellular matrix
ENSG00000154764	extracellular space
ENSG00000154764	endoplasmic reticulum lumen
ENSG00000154764	Golgi lumen
ENSG00000154764	plasma membrane
ENSG00000154764	sex differentiation
ENSG00000154764	cell proliferation in forebrain
ENSG00000154764	neuron differentiation
ENSG00000154764	embryonic forelimb morphogenesis
ENSG00000154764	embryonic hindlimb morphogenesis
ENSG00000154764	Wnt signaling pathway involved in wound healing, spreading of epidermal cells
ENSG00000154764	embryonic digit morphogenesis
ENSG00000154764	cell fate commitment
ENSG00000154764	positive regulation of transcription, DNA-templated
ENSG00000154764	positive regulation of transcription from RNA polymerase II promoter
ENSG00000154764	positive regulation of JNK cascade
ENSG00000154764	receptor agonist activity
ENSG00000154764	stem cell development
ENSG00000154764	negative regulation of neurogenesis
ENSG00000154764	positive regulation of synapse assembly
ENSG00000154764	palate development
ENSG00000154764	positive regulation of epithelial cell proliferation involved in wound healing
ENSG00000154764	canonical Wnt signaling pathway
ENSG00000154764	lens fiber cell development
ENSG00000154764	cellular response to transforming growth factor beta stimulus
ENSG00000154764	multicellular organismal development
ENSG00000154764	Wnt signaling pathway
ENSG00000154764	somatic stem cell maintenance
ENSG00000154764	canonical Wnt signaling pathway
ENSG00000154764	synapse organization
ENSG00000154764	cell surface
ENSG00000154764	dorsal/ventral pattern formation
ENSG00000154764	positive regulation of transcription, DNA-templated
ENSG00000154764	negative regulation of apoptotic process
ENSG00000154764	embryonic hindlimb morphogenesis
ENSG00000154764	cartilage development
ENSG00000154764	response to estrogen
ENSG00000154764	regulation of cell proliferation
ENSG00000154764	establishment of cell polarity
ENSG00000154764	regulation of axonogenesis
ENSG00000154764	positive regulation of synapse assembly
ENSG00000154764	embryonic forelimb morphogenesis
ENSG00000154764	neurotransmitter secretion
ENSG00000154764	embryonic limb morphogenesis
ENSG00000154764	somatic stem cell division
ENSG00000154764	frizzled binding
ENSG00000154764	extracellular matrix
ENSG00000154764	positive regulation of canonical Wnt signaling pathway
ENSG00000154764	limb development
ENSG00000154764	asymmetric protein localization
ENSG00000154764	uterus morphogenesis
ENSG00000154764	central nervous system vasculogenesis
ENSG00000154764	oviduct development
ENSG00000154764	non-canonical Wnt signaling pathway
ENSG00000154764	cerebellar granule cell differentiation
ENSG00000154764	regulation of axon diameter
ENSG00000154764	uterus development
ENSG00000154764	skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration
ENSG00000154764	skeletal muscle satellite cell activation
ENSG00000154764	protein binding
ENSG00000154764	response to estradiol
ENSG00000154764	positive regulation of cell proliferation
ENSG00000154764	positive regulation of JNK cascade
ENSG00000154764	wound healing
ENSG00000175664	
ENSG00000175664	
ENSG00000179988	ATP binding
ENSG00000179988	phosphorylation
ENSG00000179988	selenocysteinyl-tRNA(Sec) biosynthetic process
ENSG00000179988	mitochondrion
ENSG00000179988	tRNA binding
ENSG00000179988	kinase activity
ENSG00000179988	selenocysteine incorporation
ENSG00000179988	
ENSG00000179988	ATP binding
ENSG00000179988	phosphorylation
ENSG00000179988	selenocysteinyl-tRNA(Sec) biosynthetic process
ENSG00000174521	protein peptidyl-prolyl isomerization
ENSG00000174521	molecular_function
ENSG00000174521	peptidyl-prolyl cis-trans isomerase activity
ENSG00000174521	FK506 binding
ENSG00000174521	cellular_component
ENSG00000174521	endoplasmic reticulum membrane
ENSG00000174521	biological_process
ENSG00000174521	chaperone-mediated protein folding
ENSG00000174521	protein binding
ENSG00000171587	protein binding
ENSG00000171587	protein binding
ENSG00000171587	extracellular region
ENSG00000171587	plasma membrane
ENSG00000171587	integral component of plasma membrane
ENSG00000171587	cell adhesion
ENSG00000171587	negative regulation of cell adhesion
ENSG00000171587	nervous system development
ENSG00000171587	membrane
ENSG00000171587	axon
ENSG00000171587	growth cone
ENSG00000171587	positive regulation of phosphorylation
ENSG00000171587	positive regulation of axon extension involved in axon guidance
ENSG00000171587	dendrite self-avoidance
ENSG00000171587	plasma membrane
ENSG00000171587	locomotory behavior
ENSG00000171587	axon
ENSG00000171587	dendrite morphogenesis
ENSG00000171587	growth cone
ENSG00000171587	negative regulation of cell adhesion
ENSG00000171587	post-embryonic retina morphogenesis in camera-type eye
ENSG00000171587	positive regulation of axon extension involved in axon guidance
ENSG00000171587	dendrite self-avoidance
ENSG00000171587	protein binding
ENSG00000171587	protein binding
ENSG00000126733	DNA binding
ENSG00000126733	nucleus
ENSG00000126733	transcription, DNA-templated
ENSG00000126733	regulation of transcription, DNA-templated
ENSG00000126733	nucleus
ENSG00000169313	ADP receptor activity
ENSG00000169313	guanyl-nucleotide exchange factor activity
ENSG00000169313	plasma membrane
ENSG00000169313	G-protein coupled receptor signaling pathway
ENSG00000169313	G-protein coupled receptor signaling pathway
ENSG00000169313	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway
ENSG00000169313	blood coagulation
ENSG00000169313	hemostasis
ENSG00000169313	integral component of membrane
ENSG00000169313	platelet activation
ENSG00000169313	intrinsic component of membrane
ENSG00000169313	G-protein coupled purinergic nucleotide receptor signaling pathway
ENSG00000169313	positive regulation of GTPase activity
ENSG00000169313	platelet aggregation
ENSG00000169313	G-protein coupled receptor activity
ENSG00000169313	adenylate cyclase-modulating G-protein coupled receptor signaling pathway
ENSG00000169313	platelet activation
ENSG00000169313	positive regulation of ion transport
ENSG00000169313	G-protein coupled adenosine receptor activity
ENSG00000169313	ADP receptor activity
ENSG00000169313	potassium ion transmembrane transport
ENSG00000169313	mitochondrion
ENSG00000169313	platelet aggregation
ENSG00000169313	cell projection organization
ENSG00000169313	adenosine receptor signaling pathway
ENSG00000169313	basal plasma membrane
ENSG00000169313	external side of plasma membrane
ENSG00000169313	calcium ion transmembrane transport
ENSG00000169313	regulation of calcium ion transport
ENSG00000169313	protein kinase B signaling
ENSG00000169313	negative regulation of cell differentiation
ENSG00000169313	caveola
ENSG00000169313	negative regulation of norepinephrine secretion
ENSG00000126733	nucleus
ENSG00000126733	DNA binding
ENSG00000126733	nucleus
ENSG00000126733	transcription, DNA-templated
ENSG00000126733	regulation of transcription, DNA-templated
ENSG00000126733	development of primary female sexual characteristics
ENSG00000126733	DNA binding
ENSG00000126733	nucleus
ENSG00000126733	transcription, DNA-templated
ENSG00000126733	regulation of transcription, DNA-templated
ENSG00000126733	DNA binding
ENSG00000126733	nucleus
ENSG00000126733	transcription, DNA-templated
ENSG00000126733	regulation of transcription, DNA-templated
ENSG00000126733	
ENSG00000126733	
ENSG00000006116	voltage-gated calcium channel activity
ENSG00000006116	plasma membrane
ENSG00000006116	voltage-gated calcium channel complex
ENSG00000006116	calcium ion transport
ENSG00000006116	synaptic transmission
ENSG00000006116	endocytic vesicle membrane
ENSG00000006116	alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex
ENSG00000006116	calcium ion transmembrane transport
ENSG00000006116	regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity
ENSG00000006116	integral component of membrane
ENSG00000006116	regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity
ENSG00000006116	alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex
ENSG00000162728	protein binding
ENSG00000162728	plasma membrane
ENSG00000162728	synaptic transmission
ENSG00000162728	G-protein activated inward rectifier potassium channel activity
ENSG00000162728	integral component of membrane
ENSG00000162728	regulation of ion transmembrane transport
ENSG00000162728	potassium ion transmembrane transport
ENSG00000162728	inward rectifier potassium channel activity
ENSG00000162728	potassium ion transport
ENSG00000162728	plasma membrane
ENSG00000162728	PDZ domain binding
ENSG00000163449	
ENSG00000163449	integral component of membrane
ENSG00000163449	integral component of membrane
ENSG00000163449	
ENSG00000163449	integral component of membrane
ENSG00000163449	integral component of membrane
ENSG00000151834	GABA-A receptor activity
ENSG00000151834	extracellular ligand-gated ion channel activity
ENSG00000151834	signal transduction
ENSG00000151834	integral component of membrane
ENSG00000151834	ion transmembrane transport
ENSG00000151834	ion transmembrane transport
ENSG00000151834	regulation of neurotransmitter levels
ENSG00000151834	chloride channel activity
ENSG00000151834	plasma membrane
ENSG00000151834	neurotransmitter transport
ENSG00000151834	gamma-aminobutyric acid signaling pathway
ENSG00000151834	synaptic transmission
ENSG00000151834	benzodiazepine receptor activity
ENSG00000151834	cell junction
ENSG00000151834	integral component of synaptic vesicle membrane
ENSG00000151834	chloride channel complex
ENSG00000151834	postsynaptic membrane
ENSG00000151834	transmembrane transport
ENSG00000151834	chloride transmembrane transport
ENSG00000151834	ion transport
ENSG00000151834	membrane
ENSG00000151834	transport
ENSG00000151834	axon
ENSG00000151834	GABA-A receptor activity
ENSG00000151834	extracellular ligand-gated ion channel activity
ENSG00000151834	signal transduction
ENSG00000151834	integral component of membrane
ENSG00000151834	ion transmembrane transport
ENSG00000151834	ion transmembrane transport
ENSG00000151834	regulation of neurotransmitter levels
ENSG00000151834	chloride channel activity
ENSG00000151834	plasma membrane
ENSG00000151834	neurotransmitter transport
ENSG00000151834	gamma-aminobutyric acid signaling pathway
ENSG00000151834	synaptic transmission
ENSG00000151834	benzodiazepine receptor activity
ENSG00000151834	cell junction
ENSG00000151834	integral component of synaptic vesicle membrane
ENSG00000151834	chloride channel complex
ENSG00000151834	postsynaptic membrane
ENSG00000151834	transmembrane transport
ENSG00000151834	chloride transmembrane transport
ENSG00000151834	ion transport
ENSG00000151834	membrane
ENSG00000151834	transport
ENSG00000224982	response to biotic stimulus
ENSG00000224982	integral component of membrane
ENSG00000151834	GABA-A receptor activity
ENSG00000151834	extracellular ligand-gated ion channel activity
ENSG00000151834	signal transduction
ENSG00000151834	integral component of membrane
ENSG00000151834	ion transmembrane transport
ENSG00000151834	ion transmembrane transport
ENSG00000151834	regulation of neurotransmitter levels
ENSG00000151834	chloride channel activity
ENSG00000151834	plasma membrane
ENSG00000151834	neurotransmitter transport
ENSG00000151834	gamma-aminobutyric acid signaling pathway
ENSG00000151834	synaptic transmission
ENSG00000151834	benzodiazepine receptor activity
ENSG00000151834	cell junction
ENSG00000151834	integral component of synaptic vesicle membrane
ENSG00000151834	chloride channel complex
ENSG00000151834	postsynaptic membrane
ENSG00000151834	transmembrane transport
ENSG00000151834	chloride transmembrane transport
ENSG00000151834	ion transport
ENSG00000151834	membrane
ENSG00000151834	transport
ENSG00000151834	GABA-A receptor activity
ENSG00000151834	extracellular ligand-gated ion channel activity
ENSG00000151834	signal transduction
ENSG00000151834	integral component of membrane
ENSG00000151834	ion transmembrane transport
ENSG00000151834	ion transmembrane transport
ENSG00000151834	regulation of neurotransmitter levels
ENSG00000151834	chloride channel activity
ENSG00000151834	plasma membrane
ENSG00000151834	neurotransmitter transport
ENSG00000151834	gamma-aminobutyric acid signaling pathway
ENSG00000151834	synaptic transmission
ENSG00000151834	benzodiazepine receptor activity
ENSG00000151834	cell junction
ENSG00000151834	integral component of synaptic vesicle membrane
ENSG00000151834	chloride channel complex
ENSG00000151834	postsynaptic membrane
ENSG00000151834	transmembrane transport
ENSG00000151834	chloride transmembrane transport
ENSG00000151834	ion transport
ENSG00000151834	membrane
ENSG00000151834	transport
ENSG00000151834	GABA-A receptor activity
ENSG00000151834	extracellular ligand-gated ion channel activity
ENSG00000151834	signal transduction
ENSG00000151834	integral component of membrane
ENSG00000151834	ion transmembrane transport
ENSG00000151834	transport
ENSG00000151834	membrane
ENSG00000151834	GABA-A receptor activity
ENSG00000151834	extracellular ligand-gated ion channel activity
ENSG00000151834	signal transduction
ENSG00000151834	integral component of membrane
ENSG00000151834	ion transmembrane transport
ENSG00000151834	plasma membrane
ENSG00000151834	chloride transport
